2239,0.0,0.0,0.0,2,0
2336,0.0,0.0,-0.4,2,0
2341,0.0,0.0,0.0,0,0
2342,0.4,0.0,0.0,0,0
2349,1.2,0.0,0.0,0,0
2352,1.2,0.0,0.0,0,0
2362,0.4,0.0,0.0,0,0
2377,0.4,0.0,0.0,0,0
2397,0.0,0.0,-0.4,2,0
2399,0.0,0.0,-1.2,2,0
2412,0.4,0.0,0.0,0,0
2413,0.0,0.0,-1.2,2,0
2419,2.0,0.0,0.0,0,0
2422,0.4,0.0,0.0,0,0
2431,1.2,0.0,0.0,0,0
2432,0.4,0.0,0.0,0,0
2434,1.2,0.0,0.4,0,0
2436,0.4,0.0,0.0,0,0
2437,1.2,0.0,0.0,0,0
2444,0.4,0.0,0.0,0,0
2445,4.4,0.0,0.4,0,0
2449,0.0,0.0,0.0,0,0
2452,0.4,0.0,0.0,0,0
2453,0.0,0.0,0.0,0,0
2454,0.4,0.0,0.0,0,0
2460,0.4,0.0,0.4,0,0
2465,6.0,0.0,0.0,0,0
2466,0.4,0.0,0.0,0,0
2476,-0.4,0.0,0.4,0,0
2493,1.2,0.0,0.0,0,0
2508,0.4,0.0,0.0,0,0
2540,0.4,0.0,0.0,0,0
2555,0.0,0.0,0.0,0,0
2569,0.0,0.0,0.0,0,0
2620,0.0,0.0,-1.2,2,0
2621,0.0,0.0,-3.6,2,0
2626,0.0,0.0,-1.2,2,0
2653,1.2,0.0,0.0,0,0
2654,0.4,0.0,0.4,0,0
2680,1.2,0.0,0.0,0,0
2730,3.6,0.0,0.0,0,0
2817,0.4,0.0,0.0,0,0
2873,1.2,0.0,0.0,0,0
2875,2.0,0.0,0.0,0,0
2877,0.4,0.0,0.0,0,0
2921,0.0,0.0,0.0,0,0
2972,0.0,0.0,-2.0,2,0
3001,1.2,0.0,0.4,0,0
3002,0.8,0.0,0.4,0,0
3003,0.4,0.0,0.4,0,0
3004,0.4,0.0,0.0,0,0
3005,0.0,0.0,0.0,0,0
3006,3.6,0.0,0.4,0,0
3007,2.8,0.0,0.4,0,0
3008,2.8,0.0,0.0,0,0
3009,2.0,0.0,0.0,0,0
3010,1.2,0.0,0.0,0,0
3020,1.2,0.0,0.4,0,0
3021,0.8,0.0,0.4,0,0
3022,0.4,0.0,0.4,0,0
3023,0.4,0.0,0.0,0,0
3024,0.0,0.0,0.0,0,0
3026,9.2,0.0,2.0,0,0
3027,6.0,0.0,2.0,0,0
3028,4.4,0.0,2.0,0,0
3029,4.4,0.0,1.2,0,0
3030,3.6,0.0,1.2,0,0
3031,1.2,0.0,1.2,0,0
3032,2.0,0.0,1.2,0,0
3033,3.6,0.0,2.0,0,0
3034,2.8,0.0,0.4,0,0
3035,2.8,0.0,1.2,0,0
3036,2.8,0.0,2.0,0,0
3037,1.2,0.0,0.0,0,0
3038,0.8,0.0,0.0,0,0
3039,0.4,0.0,0.0,0,0
3040,0.0,0.0,0.0,0,0
3041,1.2,0.0,0.4,0,0
3044,0.0,0.0,0.4,0,0
3048,0.0,0.0,-0.4,2,0
3049,0.0,0.0,-0.4,2,0
3062,0.0,0.0,0.0,0,0
3068,0.4,0.0,0.4,0,0
3069,0.4,0.0,0.0,0,0
3070,0.0,0.0,0.0,0,0
3176,0.0,0.0,0.4,2,0
3183,1.2,0.0,0.0,0,0
3184,1.2,0.0,0.0,0,0
3245,0.4,0.0,0.0,0,0
3297,1.2,0.0,0.0,0,0
3298,0.4,0.0,0.0,0,0
3299,1.2,0.0,0.4,0,0
3307,2.0,0.0,0.0,0,0
3308,2.8,0.0,0.0,0,0
3455,2.0,0.0,0.0,0,0
3456,5.2,0.0,2.0,0,0
3460,2.8,0.0,0.0,0,0
3474,2.8,0.0,0.0,0,0
3581,0.0,0.0,0.0,0,0
3614,0.0,0.0,0.0,0,0
3622,0.8,0.0,0.0,0,0
3623,0.8,0.0,0.0,0,0
3659,1.2,0.0,0.0,0,0
3660,0.4,0.0,0.0,0,0
3665,0.0,0.0,0.0,0,0
3666,2.0,0.0,0.0,0,0
3678,0.4,0.0,0.0,0,0
3688,0.4,0.0,0.4,0,0
3691,0.4,0.0,0.4,0,0
3700,0.4,0.0,0.0,0,0
3701,1.2,0.0,0.0,0,0
3702,2.8,0.0,0.0,0,0
3703,6.0,0.0,0.0,0,0
3709,1.2,0.0,0.4,0,0
3710,1.2,0.0,0.4,0,0
3729,0.4,0.0,0.0,0,0
3730,0.4,0.0,0.0,0,0
3738,2.8,0.0,0.4,0,0
3747,0.4,0.0,0.0,0,0
3754,2.0,0.0,0.0,0,0
3755,0.4,0.0,0.0,0,0
3787,0.4,0.0,0.4,0,0
3788,1.2,0.0,0.4,0,0
3794,0.4,0.0,0.0,0,0
3795,2.0,0.0,0.4,0,0
3823,1.2,0.0,0.0,0,0
3832,3.6,0.0,0.4,0,0
3839,0.4,0.0,0.0,0,0
3853,1.2,0.0,0.0,0,0
3894,2.0,0.0,0.0,0,0
3895,4.4,0.0,0.0,0,0
3933,0.0,0.0,0.0,2,3934
3934,0.0,0.0,0.0,2,3933
3935,0.0,0.0,0.0,2,3936
3936,0.0,0.0,0.0,2,3935
3942,0.4,0.0,0.4,0,0
3956,0.4,0.0,0.0,0,0
3957,0.0,0.0,0.0,0,0
3958,2.0,0.0,2.0,0,0
3960,0.0,0.0,0.0,0,0
4032,0.4,0.0,0.4,0,0
4035,0.4,0.0,0.0,0,0
4070,0.0,0.0,0.0,0,0
4081,0.0,0.0,0.0,0,0
4085,0.0,0.0,0.0,0,0
4093,0.0,0.0,-2.0,2,0
4095,0.0,0.0,0.0,0,0
4130,1.2,0.0,0.0,0,0
4150,0.4,0.0,0.4,0,0
4151,2.8,0.0,2.8,0,0
4161,0.8,0.0,0.0,0,0
4162,2.8,0.0,0.0,0,0
4213,1.2,0.0,0.0,0,0
4216,0.4,0.0,0.0,0,0
4217,5.2,0.0,0.0,0,0
4266,0.0,0.0,0.0,0,0
4274,0.0,0.0,0.0,0,0
4275,0.0,0.0,0.0,2,0
4276,0.0,0.0,0.0,2,0
4282,6.0,0.0,0.4,0,0
4284,1.2,0.0,0.0,0,0
4285,0.4,0.0,0.4,0,0
4286,0.0,0.0,0.0,0,0
4287,0.0,0.0,0.0,0,0
4315,1.2,0.0,0.0,0,0
4444,1.2,0.0,0.0,0,0
4445,2.8,0.0,0.0,0,0
4460,0.0,0.0,0.0,0,0
4474,0.0,0.0,-0.4,2,0
4477,3.6,0.0,0.0,0,0
4490,0.8,0.0,0.0,0,0
4509,2.0,0.0,0.4,0,0
4510,2.8,0.0,0.0,0,0
4515,2.8,0.0,0.0,0,0
4519,0.0,0.0,0.0,0,0
4531,0.0,0.0,0.0,2,0
4589,0.0,0.0,0.0,0,0
4590,0.4,0.0,0.0,0,0
4594,1.2,0.0,0.0,0,0
4595,0.0,0.0,0.0,2,0
4596,0.4,0.0,0.0,0,0
4597,2.0,0.0,1.2,0,0
4598,0.4,0.0,0.0,0,0
4623,0.4,0.0,0.0,0,0
4625,1.2,0.0,0.0,0,0
4729,0.4,0.0,0.4,0,0
4732,0.0,0.0,-0.4,2,0
4733,0.0,0.0,0.0,0,0
4740,0.0,0.0,0.0,0,0
4742,0.4,0.0,0.0,0,0
4744,1.2,0.0,0.4,0,0
4844,1.2,0.0,1.2,0,0
4854,1.2,0.0,0.4,0,0
4861,-0.4,0.0,0.0,0,0
4864,0.4,0.0,0.0,0,0
4865,0.4,0.0,0.0,0,0
4872,1.2,0.0,0.0,0,0
6005,0.0,0.0,0.0,2,0
6019,0.0,0.0,0.0,0,0
6039,0.4,0.0,0.4,0,0
6056,0.0,0.0,-0.4,2,0
6060,0.0,0.0,0.0,2,0
6061,1.2,0.0,0.4,0,0
6063,3.6,0.0,1.2,0,0
6081,1.2,0.0,0.0,0,0
6091,0.0,0.0,0.0,0,0
6104,0.0,0.0,-2.0,2,0
6108,4.4,0.0,0.0,0,0
6111,3.6,0.0,0.0,0,0
6112,4.4,0.0,0.0,0,0
6139,1.2,0.0,0.0,0,0
6140,2.0,0.0,0.0,0,0
6141,0.0,0.0,0.0,0,0
6143,0.4,0.0,0.4,0,0
6152,0.4,0.0,0.0,0,0
6177,2.0,0.0,1.2,0,0
6178,4.4,0.0,0.0,0,0
6179,1.2,0.0,0.0,0,0
6180,2.0,0.0,0.0,0,0
6182,1.2,0.0,0.0,0,0
6183,2.0,0.0,0.0,0,0
6184,4.4,0.0,0.0,0,0
6191,1.2,0.0,0.0,0,0
6192,1.2,0.0,0.4,0,0
6205,6.0,0.0,0.0,0,0
6212,3.6,0.0,-1.2,0,0
6213,2.0,0.0,0.4,0,0
6215,0.0,0.0,-0.4,2,0
6216,1.2,0.0,0.4,0,0
6219,0.0,0.0,-6.0,2,0
6222,1.2,0.0,0.4,0,0
6233,0.4,0.0,0.4,0,0
6238,1.2,0.0,0.0,0,0
6249,0.4,0.0,1.2,0,0
6538,0.0,0.0,0.0,0,0
6541,0.0,0.0,0.0,0,0
6556,1.2,0.0,0.0,0,0
6562,0.0,0.0,0.0,0,0
6567,2.0,0.0,0.0,0,0
6576,2.8,0.0,1.2,0,0
6584,0.0,0.0,-2.0,2,0
6636,2.0,0.0,0.0,0,0
6881,0.4,0.0,0.4,0,0
10201,0.4,0.0,0.0,0,0
10247,0.4,0.0,0.0,0,0
10314,1.2,0.0,0.0,0,0
11203,0.4,0.0,0.4,0,0
11211,0.4,0.0,0.0,0,0
11213,2.0,0.0,0.4,0,0
11215,0.0,0.0,-0.4,2,0
11290,2.8,0.0,0.4,0,0
11399,1.2,0.0,0.0,0,0
11458,0.0,0.0,0.0,2,0
11476,0.4,0.0,0.0,0,0
11477,0.0,0.0,0.0,2,0
11833,1.2,0.0,0.4,0,0
12825,0.0,0.0,0.0,0,0
13760,2.0,0.0,0.0,0,0
13965,0.0,0.0,0.0,2,0
14716,0.0,0.0,0.0,0,0
14718,1.2,0.0,0.0,0,0
14395,0.0,0.0,0.0,2,0
14417,0.4,0.0,0.0,0,0
14419,0.0,0.0,0.0,2,0
14520,0.4,0.0,0.0,0,0
14769,0.4,0.0,0.4,0,0
15068,0.4,0.0,-0.4,2,0
15254,2.0,0.0,0.0,0,0
15395,0.0,0.0,0.0,0,0
15456,0.4,0.0,0.0,0,0
15535,0.4,0.0,0.4,0,0
15573,0.4,0.0,0.0,0,0
15712,0.0,0.0,0.0,0,0
15967,0.0,0.0,0.0,2,0
18838,4.4,0.0,0.0,0,0
30000,0.4,0.0,0.4,0,0
30022,0.4,0.0,0.0,0,0
30033,0.4,0.0,0.4,0,0
30036,0.0,0.0,-2.0,2,0
30041,0.0,0.0,-2.0,2,0
30042,0.0,0.0,-2.0,2,0
30043,1.2,0.0,0.0,0,0
30044,0.4,0.0,0.0,0,0
30062,2.0,0.0,0.4,0,0
30072,9.2,0.0,4.4,0,0
30076,3.6,0.0,1.2,0,0
30094,0.4,0.0,0.4,0,0
30099,0.0,0.0,0.0,2,0
30118,0.0,0.0,-1.2,2,0
30136,0.4,0.0,0.0,0,0
30137,1.2,0.0,0.0,0,0
30140,0.8,0.0,0.0,0,0
30144,1.2,0.0,0.4,0,0
30145,0.4,0.0,0.4,0,0
30151,0.4,0.0,0.4,0,0
30157,1.2,0.0,0.4,0,0
30165,0.4,0.0,0.4,0,0
30179,1.2,0.0,0.0,0,0
30180,0.4,0.0,3.6,0,0
30183,1.2,0.0,1.2,0,0
30172,4.4,0.0,0.0,0,0
30181,3.6,0.0,0.0,0,0
30209,0.4,0.0,0.0,0,0
30249,0.0,0.0,0.0,0,0
30326,0.4,0.0,0.0,0,0
30327,0.4,0.0,0.0,0,0
30350,0.0,0.0,0.4,2,0
30355,0.0,0.0,0.0,2,30356
30356,0.0,0.0,0.0,2,30355
30360,0.0,0.0,0.0,2,0
30361,0.0,0.0,0.0,0,0
30363,0.4,0.0,0.0,0,0
30364,0.0,0.0,0.0,2,0
30365,0.0,0.0,0.0,2,0
30367,0.4,0.0,0.4,0,0
30373,1.2,0.0,1.2,0,0
30374,0.0,0.0,-1.6,2,0
30383,0.0,0.0,0.0,2,0
30384,0.0,0.0,-0.4,2,0
30386,0.0,0.0,0.0,2,0
30387,0.0,0.0,0.0,2,0
30388,0.0,0.0,0.0,2,0
30389,0.0,0.0,-0.4,2,0
30390,0.4,0.0,0.4,0,0
30400,6.8,0.0,1.2,0,0
30407,0.0,0.0,0.0,2,0
30413,1.2,0.0,0.0,0,0
30414,1.2,0.0,0.0,0,0
30499,0.4,0.0,0.0,0,0
30517,0.0,0.0,-0.4,2,0
30528,2.8,0.0,0.0,0,0
30535,1.2,0.0,0.0,0,0
30540,0.0,0.0,0.0,2,0
30553,0.0,0.0,0.0,2,0
30554,0.0,0.0,0.0,2,0
30586,2.8,0.0,0.0,0,0
32000,0.4,0.0,0.0,0,0
32001,2.0,0.0,0.4,0,0
32018,5.2,0.0,0.0,0,0
32028,0.4,0.0,0.0,0,0
32039,0.0,0.0,0.0,0,0
32054,0.0,0.0,0.0,0,0
32059,2.0,0.0,0.0,0,0
32064,0.4,0.0,0.0,0,0
32083,1.2,0.0,1.2,0,0
32124,1.6,0.0,0.0,0,0
32125,0.0,0.0,0.0,2,0
32324,1.2,0.0,1.2,0,0
32529,0.4,0.0,0.0,0,0
32530,0.4,0.0,0.0,0,0
32532,2.8,0.0,2.0,0,0
33176,0.0,0.0,0.0,0,0
33243,0.0,0.0,0.0,2,0
41533,0.4,0.0,0.0,0,0
41539,2.8,0.0,2.8,0,0
41762,0.0,0.0,0.0,2,0
41763,0.0,0.0,0.0,2,0
41766,0.0,0.0,-0.4,2,0
41769,0.0,0.0,0.0,2,41770
41770,0.0,0.0,0.0,2,41769
41883,0.0,0.0,-1.2,2,0
42445,0.0,0.0,0.0,2,0
43802,2.8,0.0,2.8,0,0
43719,0.0,0.0,-1.2,2,0
43722,0.0,0.0,0.0,2,43723
43723,0.0,0.0,0.0,2,43722
43888,0.0,0.0,0.0,0,0
43898,0.0,0.0,0.0,0,0
44041,6.0,0.0,2.8,0,0
44042,2.0,0.0,1.2,0,0
44126,0.0,0.0,-0.4,2,0
44237,2.0,0.0,0.4,0,0
44300,0.0,0.0,0.0,2,0
44301,0.0,0.0,0.0,2,0
44302,0.0,0.0,0.0,2,0
44375,0.4,0.0,0.4,0,0
44567,0.4,0.0,0.0,0,0
44568,1.2,0.0,0.0,0,0
44570,1.2,0.0,0.0,0,0
44571,0.0,0.0,-0.8,2,0
44572,1.2,0.0,0.0,0,0
44728,0.4,0.0,0.0,0,0
44822,1.2,0.0,0.0,0,0
45410,1.2,0.0,2.8,0,0
45411,1.2,0.0,2.8,0,0
47397,0.0,0.0,0.0,2,47398
47398,0.0,0.0,0.0,2,47397
47407,0.0,0.0,-2.0,2,0
47455,0.0,0.0,0.0,0,0
47507,1.2,0.0,2.0,0,0
47543,2.8,0.0,0.0,0,0
47905,0.0,0.0,0.0,0,0
47975,0.0,0.0,0.0,2,0
47998,1.2,0.0,0.0,0,0
48169,0.0,0.0,-0.4,2,0
48170,0.0,0.0,-0.4,2,0
48172,0.0,0.0,-0.4,2,0
48183,0.0,0.0,-1.2,2,0
48288,6.0,0.0,2.8,0,0
48336,0.4,0.0,0.0,0,0
50303,0.0,0.0,-2.0,2,0
50304,0.0,0.0,0.0,2,50305
50305,0.0,0.0,0.0,2,50304
50373,0.0,0.0,-1.2,2,0
50746,0.0,0.0,0.0,0,0
50950,0.0,0.0,0.0,2,0
50990,0.4,0.0,0.4,0,0
51739,1.2,0.0,0.0,0,0
52038,0.4,0.0,0.0,0,0
52107,0.4,0.0,0.0,0,0
52501,0.0,0.0,1.2,0,0
54095,2.8,0.0,0.0,0,0
54096,2.8,0.0,0.0,0,0
54383,0.0,0.0,0.0,2,54384
54384,0.0,0.0,0.0,2,54383
58181,2.0,0.0,0.0,0,0
59443,0.0,0.0,0.0,0,0
60032,0.4,0.0,0.0,0,0
60033,4.4,0.0,1.2,0,0
60219,1.2,0.0,1.2,0,0
60470,0.4,0.0,0.0,0,0
60471,0.4,0.0,0.0,0,0
60472,0.0,0.0,0.0,2,0
60474,1.2,0.0,0.4,0,0
60475,0.0,0.0,0.0,0,0
60476,0.0,0.0,0.0,0,0
60477,0.0,0.0,0.0,0,0
60479,4.4,0.0,0.0,0,0
60481,0.0,0.0,0.0,0,0
60581,1.2,0.0,0.0,0,0
60583,0.0,0.0,0.0,0,0
60592,0.4,0.0,0.0,0,0
60593,0.4,0.0,0.0,0,0
60594,1.2,0.0,0.0,0,0
60596,1.2,0.0,0.0,0,0
60598,1.2,0.0,0.0,0,0
60808,1.2,0.0,0.0,0,0
60897,0.0,0.0,0.0,0,0
61252,0.0,0.0,0.0,0,0
61345,1.2,0.0,0.0,0,0
61487,0.0,0.0,-1.2,2,0
61678,0.0,0.0,0.0,2,0
62360,0.4,0.0,0.0,0,0
62712,0.0,0.0,-0.4,2,0
62743,0.0,0.0,-0.4,2,0
63864,0.8,0.0,0.0,0,0
63868,0.0,0.0,0.0,2,0
64453,2.0,0.0,0.0,0,0
64566,0.0,0.0,0.0,0,0
72454,1.2,0.0,0.4,0,0
74698,0.4,0.0,0.4,0,0
75347,0.4,0.0,0.4,0,0
75937,0.4,0.0,0.4,0,0
84954,1.2,0.0,0.0,0,0
85861,0.0,0.0,0.0,0,0
85941,1.2,0.0,0.0,0,0
85970,0.0,0.0,0.0,2,0
85984,0.0,0.0,-0.4,2,0
86500,0.8,0.0,0.8,0,0
87079,1.2,0.0,0.0,0,0
87081,1.2,0.0,0.4,0,0
87087,0.0,0.0,0.0,0,0
87089,1.2,0.0,0.4,0,0
87543,1.2,0.0,0.0,0,0
87544,0.4,0.0,0.0,0,0
87552,0.4,0.0,0.0,0,0
87580,0.4,0.0,0.4,0,0
87609,2.0,0.0,0.0,0,0
87752,0.0,0.0,0.0,2,0
87926,2.0,0.0,0.0,0,0
88072,0.4,0.0,0.0,0,0
88292,0.0,0.0,0.0,2,0
88393,0.4,0.0,0.0,0,0
88646,1.2,0.0,0.8,0,0
88930,1.2,0.0,0.4,0,0
89523,3.6,0.0,1.2,0,0
90194,0.0,0.0,-1.2,2,0
90195,0.4,0.0,0.0,0,0
91049,0.0,0.0,0.0,0,0
91405,6.0,0.0,6.0,0,0
92013,0.0,0.0,-0.4,2,0
92099,0.0,0.0,-1.2,2,0
92107,0.0,0.0,-2.0,2,0
92280,0.0,0.0,0.0,2,0
92340,0.0,0.0,-2.0,2,0
92438,6.0,0.0,2.8,0,0
92474,0.0,0.0,-0.4,2,0
92582,0.0,0.0,-0.4,2,0
92583,2.0,0.0,0.0,0,0
92593,1.2,0.0,0.0,0,0
92692,0.4,0.0,0.0,0,0
92903,0.0,0.0,0.0,2,0
92946,0.0,0.0,0.0,2,0
92947,0.4,0.0,0.4,0,0
92950,2.0,0.0,0.0,0,0
93095,0.4,0.0,0.0,0,0
93273,1.2,0.0,0.0,0,0
93274,0.4,0.0,0.0,0,0
93606,0.0,0.0,-0.4,2,0
93888,2.8,0.0,0.4,0,0
95120,1.2,0.0,0.0,0,0
95820,0.4,0.0,0.0,0,0
97492,1.2,0.0,0.4,0,0
98100,0.4,0.0,0.4,0,0
98138,0.0,0.0,0.0,0,0
98263,1.2,0.0,0.0,0,0
98284,0.4,0.0,0.4,0,0
98287,1.2,0.0,0.0,0,0
98835,0.4,0.0,0.0,0,0
99206,0.0,0.0,-0.4,2,0
99207,0.4,0.0,0.0,0,0
99780,0.4,0.0,0.0,0,0
99781,0.4,0.0,0.0,0,0
99784,0.0,0.0,0.0,2,0